"","logFC","AveExpr","t","P.Value","adj.P.Val","B","colour"
"235842_at",-1.12768470831148,27.959316036646,-0.231310527560726,0.817369159893639,0.888727429992736,-4.77989229544985,"Not Significant"
"230779_at",14.160704470164,615.175203024845,0.231267877537281,0.81740223442921,0.888745717842283,-4.7798954777764,"Not Significant"
"237359_at",0.766263114573785,22.9398397571429,0.231136651800352,0.81750400033046,0.888831657233628,-4.77990526549328,"Not Significant"
"234490_at",1.47427271055742,39.0360337291925,0.231112320391103,0.817522869743073,0.888831657233628,-4.7799070796871,"Not Significant"
"225531_at",12.9499151803277,472.430496397516,0.231103068193133,0.817530045004516,0.888831657233628,-4.77990776949762,"Not Significant"
"1562922_at",-0.723162498999992,12.1897952159627,-0.230951249675161,0.817647785454135,0.888913200140709,-4.77991908459898,"Not Significant"
"234066_at",1.43166610918029,43.7918565590062,0.230946334883357,0.817651597112567,0.888913200140709,-4.77991945077645,"Not Significant"
"240471_at",-0.91977232890164,24.3732823850932,-0.230943467422549,0.817653820968935,0.888913200140709,-4.77991966441357,"Not Significant"
"1556677_at",1.32008640978689,27.8873582142857,0.23091712770102,0.81767424878298,0.888917733128058,-4.77992162670254,"Not Significant"
"202222_s_at",-1.39558674780329,49.1463945248447,-0.230853286452141,0.817723761486355,0.888953884345378,-4.77992638189877,"Not Significant"
"209638_x_at",-1.68635495491804,62.4400628670807,-0.230645437790827,0.817884965627502,0.889111452344839,-4.77994185434524,"Not Significant"
"1555100_at",-1.30351799355738,38.1730024012422,-0.230592927568253,0.817925692957677,0.889137247770209,-4.77994576105197,"Not Significant"
"219312_s_at",-1.25497881655739,42.0565021583851,-0.23056583186896,0.817946708783286,0.889137247770209,-4.77994777659669,"Not Significant"
"224399_at",0.773228696557382,9.09494251459627,0.230551942972397,0.81795748126833,0.889137247770209,-4.77994880964647,"Not Significant"
"206340_at",1.05557845708197,30.3931357981366,0.230521819403849,0.817980845784459,0.889144967956924,-4.77995105001018,"Not Significant"
"206981_at",1.00348644996721,24.1837635273292,0.230435261032754,0.818047983308758,0.889200268139291,-4.77995748594128,"Not Significant"
"202597_at",2.69303015622947,85.8921853118012,0.230395179076486,0.818079072650887,0.889216383316181,-4.7799604653633,"Not Significant"
"1558447_at",1.04310747936064,30.4402604459627,0.230371443446232,0.818097483194072,0.889218716823106,-4.77996222946575,"Not Significant"
"223451_s_at",-2.73550794655742,138.053134347826,-0.2302949304568,0.818156831188716,0.889247230331611,-4.77996791490219,"Not Significant"
"231411_at",-4.34135729508199,230.900761080745,-0.230276832509612,0.818170869179549,0.889247230331611,-4.7799692594271,"Not Significant"
"1569779_at",0.581758149213108,11.4265005981366,0.230267792524997,0.818177881224547,0.889247230331611,-4.77996993098221,"Not Significant"
"211222_s_at",-2.10486909385249,76.1312417608696,-0.230253750673651,0.818188773096699,0.889247230331611,-4.77997097405976,"Not Significant"
"240019_at",-1.08340525895081,22.8229342018634,-0.230198163057037,0.818231891207013,0.889276415841601,-4.77997510267764,"Not Significant"
"244465_at",0.695993398475409,21.6208862248447,0.230115749232688,0.818295818847054,0.889301628665743,-4.77998122190607,"Not Significant"
"208287_at",-2.24807962944264,63.105859242236,-0.230107707542268,0.818302056777125,0.889301628665743,-4.77998181888457,"Not Significant"
"1556504_at",0.944769439147542,17.1597983850932,0.230105350064866,0.818303885471853,0.889301628665743,-4.779981993889,"Not Significant"
"213185_at",6.60557013934414,380.898136956522,0.230054669174401,0.818343198869299,0.889326676038618,-4.77998575568966,"Not Significant"
"240285_at",0.632165208180329,13.0578841484472,0.229861475487817,0.818493064319469,0.889471861418091,-4.78000008794374,"Not Significant"
"223779_at",-2.07077217780338,65.9137066925466,-0.229736943885327,0.818589670324646,0.889559164132531,-4.78000932006179,"Not Significant"
"220665_at",1.495380694,35.410451384472,0.22970680301488,0.818613052671582,0.889566893008283,-4.78001155379626,"Not Significant"
"214274_s_at",-17.2987257819678,1018.25549490683,-0.229622102335293,0.818678761688006,0.889620616024878,-4.78001782938102,"Not Significant"
"220428_at",1.03252924329508,21.8773423490683,0.229480130932455,0.818788903017257,0.889722326983858,-4.78002834304384,"Not Significant"
"228601_at",-1.62316604188525,53.727979221118,-0.229459501434516,0.818804907669809,0.889722326983858,-4.78002987021654,"Not Significant"
"1556404_a_at",-0.859074454524581,21.2909911708075,-0.229370296069217,0.818874115314971,0.889757701474837,-4.78003647238561,"Not Significant"
"204394_at",2.21844741434428,105.620487009317,0.229359652553509,0.818882372902863,0.889757701474837,-4.78003725995052,"Not Significant"
"204198_s_at",1.61500766999999,28.9025985040373,0.229354612333251,0.818886283277801,0.889757701474837,-4.78003763288792,"Not Significant"
"1564403_at",1.14561026518032,34.1678020217391,0.229285278334183,0.818940075422656,0.889781523015225,-4.78004276223779,"Not Significant"
"216656_at",-0.77965685942624,16.8008725155279,-0.229284401909614,0.818940755394096,0.889781523015225,-4.78004282706602,"Not Significant"
"209808_x_at",-1.68855961967216,92.8608915248447,-0.229231256387903,0.818981988448571,0.889792010340123,-4.78004675772374,"Not Significant"
"1564131_a_at",-1.01750240585246,30.7819995968944,-0.229230009099614,0.81898295616564,0.889792010340123,-4.78004684996262,"Not Significant"
"214054_at",1.72252563016394,58.7707420055901,0.229094682381565,0.819087951969609,0.889877150968535,-4.7800568546007,"Not Significant"
"1559614_at",1.45107637490164,23.6962462379503,0.229087051181433,0.819093872878692,0.889877150968535,-4.78005741859579,"Not Significant"
"237042_at",1.05522131732786,25.9096280869565,0.229007072093004,0.819155927821918,0.889926885243773,-4.78006332843942,"Not Significant"
"219264_s_at",-1.01884119442624,24.4423899167702,-0.228934203813029,0.819212466558168,0.88997062488213,-4.78006871105406,"Not Significant"
"1552412_a_at",0.740187545295083,13.2168726546584,0.228895553533616,0.819242455821208,0.889985520714192,-4.78007156536807,"Not Significant"
"214458_at",1.21312192754097,44.1294979329193,0.228624444074717,0.819452820735684,0.890196363475532,-4.78009157320643,"Not Significant"
"222536_s_at",-1.37602523934426,29.3177097776398,-0.228580984824772,0.819486543764917,0.890203646659261,-4.78009477828992,"Not Significant"
"1561683_at",-1.27264354491803,38.3018488757764,-0.228564405794754,0.819499408666495,0.890203646659261,-4.78009600081921,"Not Significant"
"244556_at",0.822953999983607,19.2724220518012,0.228552856926099,0.819508370320998,0.890203646659261,-4.78009685237462,"Not Significant"
"1557223_at",1.02213940093443,32.0308644291925,0.228407762903163,0.819620961948134,0.890308262695478,-4.78010754721476,"Not Significant"
"237926_s_at",1.93460987598361,30.0892684,0.228284212775419,0.819716838669759,0.890394718471622,-4.78011664871239,"Not Significant"
"236421_at",-1.31185256658197,39.3644887363354,-0.228235024976609,0.81975500988435,0.890406827017898,-4.78012027083322,"Not Significant"
"233115_at",1.00604572749182,28.2131835521739,0.228220754176618,0.819766084535999,0.890406827017898,-4.78012132156908,"Not Significant"
"217156_at",1.43210872803279,48.2191550086957,0.22818838414711,0.819791204972142,0.890406827017898,-4.7801237046786,"Not Significant"
"228017_s_at",11.816972138033,274.797915629193,0.228167852128284,0.819807138735789,0.890406827017898,-4.78012521608854,"Not Significant"
"1562384_at",1.33607549293446,41.6681142906832,0.228164921167699,0.819809413298235,0.890406827017898,-4.78012543183231,"Not Significant"
"237668_at",-0.812883395016385,22.3253518403727,-0.228082459776922,0.819873407819869,0.89045864350234,-4.78013150056185,"Not Significant"
"235843_at",2.43792020459016,96.3690433273292,0.228029757441548,0.81991430833109,0.890481402465537,-4.78013537803188,"Not Significant"
"223907_s_at",2.97634308622943,161.907192875776,0.227985154407649,0.819948923632954,0.890481402465537,-4.78013865891251,"Not Significant"
"241072_s_at",1.04613732537706,24.440508728882,0.22798031036848,0.819952682992222,0.890481402465537,-4.78013901518858,"Not Significant"
"205003_at",-80.7372961803285,3183.19058024845,-0.227971513642509,0.819959509961179,0.890481402465537,-4.78013966216293,"Not Significant"
"235166_at",0.794371212600002,25.2428964686957,0.227870092731315,0.820038221764153,0.890549195069222,-4.78014711958349,"Not Significant"
"1564308_a_at",-1.93960525524591,78.0108981242236,-0.22782402924096,0.820073971804519,0.890570330077504,-4.78015050551046,"Not Significant"
"226993_at",-15.3479994311479,782.405219229814,-0.227788144081899,0.820101822666926,0.890582886198344,-4.7801531427987,"Not Significant"
"205673_s_at",-1.34133425786884,44.3215124596273,-0.227685746083059,0.820181296126966,0.890651499845912,-4.78016066599687,"Not Significant"
"214684_at",7.97652123278669,347.698576981366,0.227609295214532,0.820240632633149,0.890698244075818,-4.78016628065189,"Not Significant"
"244714_at",-1.18400067814756,33.1534637832298,-0.227574338540397,0.820267764219837,0.890710015863034,-4.78016884728972,"Not Significant"
"220657_at",0.694890735704913,14.7503980149068,0.227370798251523,0.82042574611736,0.890863871722408,-4.78018378408775,"Not Significant"
"215087_at",1.46948355240981,49.6251287279503,0.22723952421103,0.820527641011483,0.890956820294776,-4.78019341054722,"Not Significant"
"1557290_at",1.3179670259836,31.7877562486335,0.227189667557032,0.820566340541442,0.890965393144269,-4.78019706513149,"Not Significant"
"241467_at",-2.34753658847545,78.8317234515528,-0.227187365412857,0.820568127513117,0.890965393144269,-4.78019723386354,"Not Significant"
"217058_at",-1.7723447625082,52.2366883732919,-0.227084296031226,0.820648133050939,0.891034567371516,-4.78020478642223,"Not Significant"
"221082_s_at",-3.16146401311482,165.980241968944,-0.226930002634854,0.820767903721918,0.891136654736928,-4.78021608609662,"Not Significant"
"220471_s_at",1.38909029562294,37.8020951608696,0.22692117836549,0.820774753712707,0.891136654736928,-4.78021673210992,"Not Significant"
"241641_at",0.971179251524593,19.9299897478882,0.226891431384217,0.820797845419943,0.891144029832511,-4.78021890966286,"Not Significant"
"232963_at",0.773959116491813,24.0001542476398,0.226815720854977,0.820856617985756,0.891190142739698,-4.78022445057528,"Not Significant"
"242714_at",0.849504843644265,23.7250762506832,0.226572744084768,0.821045242836489,0.891377229445107,-4.78024222047299,"Not Significant"
"237877_at",0.996171301311477,21.2188428873913,0.226417796411283,0.821165535436077,0.891490124497984,-4.7802535425032,"Not Significant"
"243631_at",-1.6503090719672,63.8746273913044,-0.226345212793268,0.821221886707255,0.891533599184305,-4.78025884352881,"Not Significant"
"206575_at",-0.492453970491804,9.84916783913043,-0.226254397358059,0.821292393807225,0.891592439667421,-4.78026547369423,"Not Significant"
"239480_at",0.930275715983633,29.3861781627329,0.226211372705227,0.821325797707102,0.891609291687632,-4.78026861386859,"Not Significant"
"1559692_at",1.41501056540982,37.9463860745342,0.226178888723904,0.821351018154232,0.891609291687632,-4.78027098433189,"Not Significant"
"1552355_s_at",-0.861163146622953,18.1154306006211,-0.226171390977416,0.821356839404316,0.891609291687632,-4.7802715314189,"Not Significant"
"1553952_at",-1.39760461029508,41.3237807645963,-0.226098722468683,0.821413259746161,0.891652834669261,-4.78027683287289,"Not Significant"
"223121_s_at",-1.35404650811476,14.1196188372671,-0.226031108234741,0.82146575675095,0.891675084420366,-4.78028176406927,"Not Significant"
"223902_at",0.435012668901637,11.4562738583851,0.226027848504522,0.821468287689213,0.891675084420366,-4.78028200176854,"Not Significant"
"208293_x_at",0.664884430540967,14.2443940984472,0.226009308432362,0.821482682713091,0.891675084420366,-4.7802833536439,"Not Significant"
"229245_at",22.1323992557381,987.114311180124,0.225929100250499,0.821544959258866,0.891724979105029,-4.78028920085975,"Not Significant"
"202265_at",-39.2142763540987,1557.03236936646,-0.225713912776488,0.821712044237242,0.891879551970997,-4.78030487788976,"Not Significant"
"220343_at",1.13201115913114,32.7802758490683,0.225702951192569,0.821720555713373,0.891879551970997,-4.78030567607343,"Not Significant"
"234112_at",-0.893014463972118,19.8568009507453,-0.225672159287746,0.821744465196444,0.891879551970997,-4.78030791802353,"Not Significant"
"242308_at",-2.50307964200001,52.5969545478261,-0.225661661584826,0.821752616554018,0.891879551970997,-4.78030868228856,"Not Significant"
"233259_at",1.27820085301639,31.9934994842857,0.225618036105263,0.821786491495076,0.891888218951209,-4.78031185797701,"Not Significant"
"1567009_at",-1.23271833160655,29.9817989236025,-0.225609361718195,0.82179322714813,0.891888218951209,-4.78031248935027,"Not Significant"
"215473_at",2.28410311363933,87.3863242844721,0.225532386809687,0.82185299866998,0.89192118236143,-4.78031809097773,"Not Significant"
"219934_s_at",0.889034694803279,25.5323423108075,0.225528230375817,0.821856226197876,0.89192118236143,-4.78031839339589,"Not Significant"
"223870_at",1.46690412865573,44.7107253161491,0.225496255673054,0.821881055094789,0.891928305346903,-4.78032071965872,"Not Significant"
"226459_at",2.76260051565573,86.9380026807453,0.225466451930406,0.821904198366653,0.891928305346903,-4.78032288768049,"Not Significant"
"1561490_at",-1.30381591237703,34.1083812093168,-0.225416403376426,0.821943062538623,0.891928305346903,-4.7803265277321,"Not Significant"
"1562910_at",1.06557360813114,32.059761989441,0.225407104320888,0.821950283576929,0.891928305346903,-4.78032720396726,"Not Significant"
"238685_at",-1.11673537488524,26.7656680304348,-0.225399176745981,0.821956439625105,0.891928305346903,-4.78032778044518,"Not Significant"
"218931_at",-0.912424415295078,24.7734664229814,-0.225393729923386,0.821960669285945,0.891928305346903,-4.78032817651586,"Not Significant"
"242190_at",1.40758521754098,60.1473071850932,0.225280195183505,0.82204883443383,0.892006271908819,-4.78033643012129,"Not Significant"
"223670_s_at",1.5356154140164,28.3144692347826,0.225258509194881,0.822065674897765,0.892006842403654,-4.78033800614945,"Not Significant"
"235904_at",-1.04213772270491,27.8290545267081,-0.225078128192164,0.822205754713922,0.892141134751308,-4.78035110945674,"Not Significant"
"220015_at",2.30911871081967,104.810610273292,0.224954940044424,0.822301423137507,0.8922272337774,-4.78036005211248,"Not Significant"
"243486_at",1.35427648301639,29.7953932583851,0.224869754132688,0.822367580427704,0.892281309358511,-4.7803662331936,"Not Significant"
"205228_at",-1.26528629983605,32.1270798981366,-0.22466979871582,0.822522875297783,0.892432096501554,-4.78038073275109,"Not Significant"
"1564426_x_at",-1.23991835022951,30.8286536049689,-0.224622118951044,0.822559906703285,0.892435705390711,-4.78038418829672,"Not Significant"
"237862_at",-0.767050747393444,18.3658620807453,-0.224578356971175,0.822593895636992,0.892435705390711,-4.78038735925979,"Not Significant"
"231884_at",-1.18638201324592,32.599328147205,-0.224567415982648,0.822602393306265,0.892435705390711,-4.78038815193987,"Not Significant"
"207080_s_at",-0.699784675229504,14.5396720596273,-0.224560554826705,0.822607722253564,0.892435705390711,-4.78038864901436,"Not Significant"
"1557705_a_at",0.725846803524588,13.8674507154037,0.224560436368275,0.822607814258357,0.892435705390711,-4.78038865759627,"Not Significant"
"1555317_at",-0.761569581909832,12.5783761903727,-0.224468993273803,0.822678837400568,0.892495048114529,-4.78039528097985,"Not Significant"
"1558537_x_at",-0.768351361114746,17.4961771428571,-0.224368872558993,0.822756602065016,0.892556342545504,-4.78040252980819,"Not Significant"
"229808_at",-0.744708799672132,18.2702052701863,-0.22435421542112,0.822767986544004,0.892556342545504,-4.78040359072684,"Not Significant"
"220667_at",-0.991226208508195,28.4483450770186,-0.224288376680102,0.822819125216375,0.892594108672552,-4.78040835543827,"Not Significant"
"218739_at",-1.22793946508197,42.1746256751553,-0.224265005781494,0.822837278187361,0.892596091125232,-4.78041004644067,"Not Significant"
"216909_at",-2.20298406065577,48.0999252795031,-0.224205620557064,0.822883405139374,0.892628418467061,-4.78041434246926,"Not Significant"
"229833_at",-2.84006916836064,98.4241062813665,-0.224153982680846,0.822923514908812,0.892654217475583,-4.78041807711768,"Not Significant"
"244379_at",-0.866686080573782,21.1558557298137,-0.224120405980088,0.822949595893616,0.892664798243894,-4.78042050505184,"Not Significant"
"238581_at",0.861299281442628,16.4714748043478,0.223976212230545,0.823061601845841,0.892753528582506,-4.78043092758397,"Not Significant"
"243876_at",1.00152995959016,25.2640921732919,0.223973056314795,0.823064053319769,0.892753528582506,-4.7804311556232,"Not Significant"
"232466_at",1.42814532409836,29.2431154310559,0.22394896998565,0.823082763321491,0.892756111819602,-4.78043289594016,"Not Significant"
"206251_s_at",-0.814041643459024,22.9114763248447,-0.223897113724732,0.823123045052442,0.892782092250239,-4.780436642092,"Not Significant"
"208296_x_at",-1.71734538675413,58.8524949614907,-0.223844201071277,0.823164147869728,0.892808962205463,-4.78044046366549,"Not Significant"
"50277_at",33.5234634426224,1722.80927354037,0.223803652366701,0.823195646640333,0.892814640953049,-4.78044339165214,"Not Significant"
"207323_s_at",-10.9455903118033,297.844887192547,-0.223787934114759,0.8232078568639,0.892814640953049,-4.78044452651088,"Not Significant"
"208408_at",-0.908523467262292,22.5050800540373,-0.223774397873822,0.823218372096316,0.892814640953049,-4.78044550376453,"Not Significant"
"206733_at",-1.78912315518034,36.3425136310559,-0.223712741844523,0.823266268182634,0.892848875568007,-4.78044995429598,"Not Significant"
"231320_at",-1.47611483672136,53.2901571832298,-0.22366234067177,0.823305421682892,0.892873627501976,-4.78045359150544,"Not Significant"
"216929_x_at",1.72197416988522,47.2969672869565,0.223562135684124,0.823383265952434,0.892940337709246,-4.78046082038409,"Not Significant"
"233634_at",-1.56507763390164,30.561068636646,-0.223520880146663,0.823415315836799,0.892956980603035,-4.78046379565554,"Not Significant"
"1569852_at",-1.30860615159015,39.7603753726708,-0.223500335135161,0.823431276598881,0.892956980603035,-4.78046527711837,"Not Significant"
"229604_at",-1.49376986995079,34.2378093503106,-0.223442836014747,0.823475946217676,0.892987710177739,-4.78046942255065,"Not Significant"
"230101_at",-1.72525212337706,40.5783960875776,-0.223252753070694,0.823623620978639,0.893104474714541,-4.78048311910686,"Not Significant"
"1555978_s_at",-0.955414823255744,19.1784110045963,-0.223234720548377,0.823637630708356,0.893104474714541,-4.78048441784781,"Not Significant"
"1554618_at",-1.71581120114752,39.3464344881988,-0.223225693209238,0.823644644201169,0.893104474714541,-4.7804850679768,"Not Significant"
"231216_at",0.803875649229511,17.2425854192547,0.223202312830399,0.823662808879935,0.893104474714541,-4.78048675165782,"Not Significant"
"221961_at",-2.46886807344262,100.358617962733,-0.223199112189945,0.823665295528231,0.893104474714541,-4.78048698213045,"Not Significant"
"1566963_at",-0.865352247613121,18.4410739991304,-0.223112057531863,0.823732930901016,0.893148583779011,-4.78049324952059,"Not Significant"
"229671_s_at",-1.21537589442625,36.3723423745342,-0.223091895523652,0.823748595557915,0.893148583779011,-4.78049470071056,"Not Significant"
"1569934_at",-0.884016228950809,23.0941743298758,-0.223083675704656,0.823754981878814,0.893148583779011,-4.78049529230646,"Not Significant"
"216332_at",0.959720823098358,18.6777310360248,0.223050612585562,0.823780670116795,0.89315658293028,-4.78049767170158,"Not Significant"
"220107_s_at",1.97396105952458,60.9586464813665,0.223032128902523,0.823795031012183,0.89315658293028,-4.78049900173063,"Not Significant"
"241716_at",0.796213402555731,14.2320214454037,0.22301008961545,0.823812154511552,0.893157437000181,-4.7805005874661,"Not Significant"
"207481_at",-0.918223609983611,14.4352394173913,-0.222842270605386,0.823942544840774,0.893265998419638,-4.78051265697647,"Not Significant"
"206748_s_at",-1.61819098426226,59.1076506763975,-0.222839158834993,0.823944962639217,0.893265998419638,-4.78051288068869,"Not Significant"
"228996_at",-0.979550648573749,26.3889471136646,-0.222769079756295,0.823999413468116,0.893299273026722,-4.78051791800556,"Not Significant"
"217490_at",-1.8069385580328,73.7722291322981,-0.222757601952478,0.824008331702417,0.893299273026722,-4.7805187428846,"Not Significant"
"216849_at",-1.72568065816392,43.5045020496894,-0.222546632741676,0.824172258509404,0.89345926903939,-4.78053389711508,"Not Significant"
"244283_x_at",-0.913145926606568,17.6130396406211,-0.222459361465893,0.824240072097969,0.893515067450957,-4.78054016174572,"Not Significant"
"1557121_s_at",3.09705596901637,170.41093978882,0.222363074820746,0.824314892558487,0.893567735592193,-4.78054707068241,"Not Significant"
"207841_at",1.15159664067214,23.0984622968944,0.222354773374252,0.82432134335252,0.893567735592193,-4.78054766620317,"Not Significant"
"222342_at",0.787765359918026,12.8309989496894,0.222252021314466,0.824401189751094,0.893623338661081,-4.78055503548768,"Not Significant"
"214462_at",-0.884025433360634,28.3627735782609,-0.222220067410503,0.824426020811232,0.893623338661081,-4.78055732649907,"Not Significant"
"229429_x_at",-16.7782297950823,935.486381552795,-0.222207420252472,0.824435848840621,0.893623338661081,-4.78055823317633,"Not Significant"
"237564_at",0.49947807175902,8.9863586347205,0.222204633247519,0.824438014608912,0.893623338661081,-4.78055843297033,"Not Significant"
"241167_at",-1.65031203588524,29.4460856952795,-0.222006013517833,0.82459236452931,0.89377292251928,-4.78057266511804,"Not Significant"
"1564691_at",1.27524460875409,33.9928529819876,0.221950814695374,0.824635261452958,0.89378233778407,-4.78057661814613,"Not Significant"
"223856_at",-1.50266984336066,49.0771383919255,-0.221942422344995,0.82464178348646,0.89378233778407,-4.78057721907292,"Not Significant"
"1569392_at",1.57277711640983,41.284499621118,0.221931730482946,0.824650092580799,0.89378233778407,-4.78057798462129,"Not Significant"
"208397_x_at",-1.25962659527869,26.1012213360248,-0.221903957652802,0.824671676104369,0.89378801298405,-4.78057997301249,"Not Significant"
"216173_at",1.74726296065576,68.845784936646,0.221878356030653,0.824691572402443,0.893791859362187,-4.7805818057362,"Not Significant"
"223481_s_at",-1.72235050063935,53.6478363819876,-0.221762391000759,0.824781696037369,0.893864310330271,-4.78059010459052,"Not Significant"
"241975_at",-1.15342438903279,43.6339395540373,-0.221750265755164,0.824791119454269,0.893864310330271,-4.78059097206431,"Not Significant"
"232374_s_at",-1.73859580796722,28.0346750093168,-0.221698120774498,0.824831645430458,0.893878461216269,-4.78059470212116,"Not Significant"
"1553070_a_at",0.926322587999998,23.6867440447205,0.221691392265866,0.824836874719401,0.893878461216269,-4.78059518336386,"Not Significant"
"238126_at",-1.80790054754098,76.376062552795,-0.221670075833353,0.824853441560511,0.893878697348442,-4.7805967078814,"Not Significant"
"209113_s_at",-1.16524496183606,25.7583486751553,-0.221541807971526,0.824953131258582,0.893969010416676,-4.78060587830409,"Not Significant"
"240022_at",1.1077378587377,23.3176542213665,0.221495634650164,0.824989017831291,0.893990180357266,-4.78060917813605,"Not Significant"
"1568606_at",1.02953509972131,26.2663911981366,0.22143435886873,0.825036642824323,0.894011174582406,-4.78061355622253,"Not Significant"
"1552685_a_at",-1.1340507409672,31.9830416797516,-0.22141161733858,0.825054318247221,0.894011174582406,-4.78061518077168,"Not Significant"
"231241_at",1.20122202360658,32.0893641521739,0.221386700547146,0.825073684453471,0.894011174582406,-4.78061696052003,"Not Significant"
"228839_s_at",-8.75142126885294,485.219532484472,-0.221386555572566,0.825073797133125,0.894011174582406,-4.78061697087467,"Not Significant"
"234231_at",1.07055221780326,32.002557973913,0.221316366583191,0.825128351062608,0.894052568258979,-4.78062198323162,"Not Significant"
"240737_at",0.859508166114765,25.0907942906832,0.22124796180601,0.825181519045173,0.894092458607536,-4.78062686664619,"Not Significant"
"1554126_at",-2.07001272277049,47.9768982857143,-0.221196876938194,0.825221225562616,0.894100138974394,-4.78063051260942,"Not Significant"
"223257_at",-4.88119024098356,193.540770360248,-0.221177785306181,0.82523606494991,0.894100138974394,-4.78063187497683,"Not Significant"
"211968_s_at",-114.153435936066,5232.39798459627,-0.22116755293592,0.825244018308768,0.894100138974394,-4.78063260510428,"Not Significant"
"229031_at",3.11708552508203,125.313403670807,0.221154686032403,0.825254019448428,0.894100138974394,-4.78063352317009,"Not Significant"
"237683_s_at",0.779286115573772,17.7539191776398,0.221054210830218,0.825332117430227,0.894167033656276,-4.78064069033634,"Not Significant"
"1558612_a_at",-1.17473736437705,25.0333198204969,-0.221018579655077,0.825359813467876,0.894179321167419,-4.78064323122236,"Not Significant"
"1562458_at",-1.05165672240985,33.830495742236,-0.220901725217849,0.825450645716184,0.894260007421185,-4.78065156132916,"Not Significant"
"230818_at",1.8527530600164,62.9053511391304,0.220852531863762,0.825488884960715,0.894280838095321,-4.78065506681931,"Not Significant"
"240694_at",-1.19526064709835,40.370401436646,-0.220831505430504,0.825505229469232,0.894280838095321,-4.78065656491293,"Not Significant"
"208473_s_at",-1.6383703572787,44.226894263354,-0.220797417057993,0.825531727596552,0.894280838095321,-4.78065899334229,"Not Significant"
"236613_at",2.93177030647541,93.6679910341615,0.220792822958682,0.82553529877178,0.894280838095321,-4.78065932059373,"Not Significant"
"224117_at",-0.863124172229515,23.7900167559006,-0.220672735110045,0.825628649101881,0.894359464945268,-4.78066787239803,"Not Significant"
"232891_at",-1.89637701801637,59.8350502347826,-0.220619393988668,0.825670114639032,0.894359464945268,-4.78067166948339,"Not Significant"
"228756_at",0.979686619868861,22.8188435782609,0.220616594358942,0.82567229098761,0.894359464945268,-4.78067186874958,"Not Significant"
"236379_at",3.25982175022951,101.029247180124,0.220615280494475,0.825673312347094,0.894359464945268,-4.78067196226421,"Not Significant"
"200671_s_at",2.3776121443607,78.5468941310559,0.220549192711516,0.825724687424451,0.894371381053405,-4.7806766653606,"Not Significant"
"1562970_at",-0.915100163147532,26.206283636646,-0.220538742873993,0.825732810949641,0.894371381053405,-4.78067740888797,"Not Significant"
"226250_at",20.4104991754091,749.105067204969,0.220538001627978,0.825733387182347,0.894371381053405,-4.7806774616278,"Not Significant"
"1570355_a_at",-0.78947286057377,20.4416757715528,-0.220498986052355,0.825763717395788,0.894378581376983,-4.7806802373457,"Not Significant"
"210152_at",-1.25491614665572,47.3364932378882,-0.220487365518863,0.82577275110181,0.894378581376983,-4.78068106398026,"Not Significant"
"1569206_at",-3.05874792895082,75.4844373888199,-0.220457063679822,0.825796307608805,0.894386377689303,-4.78068321931751,"Not Significant"
"230381_at",-1.92944083660659,47.070592026087,-0.220432575490509,0.82581534472753,0.894389279024181,-4.78068496091988,"Not Significant"
"1553080_at",-1.47571007262298,45.8953684354037,-0.22036725695845,0.825866123860873,0.894412862256363,-4.78068960543487,"Not Significant"
"237466_s_at",4.0190391784754,88.7216165149068,0.220362480380514,0.825869837238454,0.894412862256363,-4.78068994502247,"Not Significant"
"235090_at",0.989290240344268,29.6965109484472,0.220333740311276,0.825892180247748,0.894419343086115,-4.78069198812316,"Not Significant"
"1562057_at",-0.543914126393442,11.3687534552795,-0.22025853956238,0.82595064323789,0.894440661574727,-4.78069733280416,"Not Significant"
"215070_x_at",-1.14361764598364,43.1827979217391,-0.220257104901515,0.825951758589498,0.894440661574727,-4.7806974347509,"Not Significant"
"213880_at",-1.2746147870492,40.595339473913,-0.220240103402406,0.825964976130003,0.894440661574727,-4.78069864282401,"Not Significant"
"210413_x_at",-2.60121665131148,51.7225700049689,-0.220224248523938,0.825977302293698,0.894440661574727,-4.7806997693379,"Not Significant"
"243611_at",0.699351225878683,16.0721932401242,0.220198146584133,0.825997594992799,0.894444921000402,-4.78070162374503,"Not Significant"
"1561506_at",-0.69405187457377,17.0508976447205,-0.220134892814305,0.826046771507269,0.894454136705002,-4.78070611668574,"Not Significant"
"203341_at",-7.5184915081968,356.804369006211,-0.220124622766122,0.826054756000307,0.894454136705002,-4.78070684604969,"Not Significant"
"1554929_at",-0.791148446901648,20.6479060950311,-0.220124072403475,0.826055183882622,0.894454136705002,-4.7807068851347,"Not Significant"
"1562100_at",1.18400550763933,38.9855559459627,0.219884448809533,0.826241485449518,0.894638146686848,-4.78072389316382,"Not Significant"
"202134_s_at",1.08208959560655,20.5170081552795,0.219832684434958,0.826281732300049,0.894664007317514,-4.78072756487047,"Not Significant"
"226939_at",29.6490690163937,1692.53325180124,0.219811240576267,0.82629840505557,0.894664342365156,-4.78072908565509,"Not Significant"
"230854_at",0.821600224786881,20.5277438658385,0.219744835051176,0.826350036333957,0.894702527556717,-4.78073379415188,"Not Significant"
"237316_at",-1.98132290140983,74.6522626329193,-0.219716587374511,0.826371999550339,0.894708589782269,-4.7807357966281,"Not Significant"
"232922_s_at",1.57328594844265,45.3879297478261,0.21955218263199,0.82649983072876,0.894799847171708,-4.78074744616702,"Not Significant"
